,nickname,text,score,like,dislike,time,watch_movie
3433,repo****,부모님 보여드리려구요. 완전 엉엉 울고 나왔습니다. ㅠㅠ,8,0,0,2011-03-21 16:12:00,0
3434,view****,부모님과 꼭 함께 다시보고싶은영화입니다 :),10,0,0,2011-03-21 14:59:00,0
3435,giha****,원작 그대로 재미와 감동 모두 주는 영화^ㅡ^,10,0,0,2011-03-21 14:22:00,0
3436,oasi****,할매할배들 나와도. 괜찮은 영화,9,0,0,2011-03-21 14:17:00,0
3437,gkcn****,꽉 안아주고 싶은 영화,10,0,0,2011-03-21 14:16:00,0
3438,viom****,"웃음으로관객을사로잡고눈물로감동시키는영화,,최고입니다",10,0,0,2011-03-21 14:12:00,0
3439,drag****,굿! 굿!! 굿!!! Olleh~,10,0,0,2011-03-21 13:17:00,0
3440,jinm****,무슨말이 더 필요할까? 보지못했다면 지금 당장 예매하라!,10,0,0,2011-03-21 13:16:00,0
3441,guro****,만화를 5번은 족히 넘게보고 봐서인지...;그래도 강풀 영화화한 작품중엔 괜찮았음,9,0,0,2011-03-21 11:57:00,0
3442,blue****,영화보는 내내 흐뭇했음 ㅠ 울다가 웃다가... 정말 강추합니다 대박~!,10,0,0,2011-03-21 11:43:00,0
3443,skya****,정말로 강추 해드리는 영화입니다... 무한 재미와 감동이 함께 하는 영화에요..,10,0,0,2011-03-21 11:16:00,0
3444,dlwh****,말이 필요없고 정말개인적으로 내가본 영화 베스트10 안에 듬,10,0,0,2011-03-21 10:45:00,0
3445,ttld****,재미와 감동을 모두 주는 영화!!!,10,0,0,2011-03-21 10:37:00,0
3446,jma8****,정말 최고의 영화! 보는내내 눈물이 주룩주룩..,10,0,0,2011-03-21 09:32:00,0
3447,choa****,와!!정말;;이영화말이안나오는영화!!순재할아버지수미할머니역시대단!!,10,0,0,2011-03-21 09:23:00,0
3448,kiye****,우리들 살아가는 인생을 솔직하게 보여주는 영화네요. 따뜻한 감동이었어요 ^^,10,0,0,2011-03-21 09:14:00,0
3449,toca****,마음이 찡~합니다..노부부가 손을 잡고 영화를 보며 우는 모습이 눈을 아른 거리네요,10,0,0,2011-03-21 08:48:00,0
3450,k90c****,정말 감동이었습니다. 결말이 좋았더라면 정말 좋았을 텐데... 아쉽네요,9,0,0,2011-03-21 02:59:00,0
3451,csun****,좋다 좋아 ㅠㅠㅠ,10,0,0,2011-03-21 02:43:00,0
3452,sain****,아.......왠만하면 로그인안하는 저를.... 로그인하게 만드는 영화 ㄷㄷ 감동,10,0,0,2011-03-21 02:16:00,0
3453,n_ic****,진짜백마디말보다한번보는게모든걸알려줍니다ㅠ,10,0,0,2011-03-21 01:18:00,0
3454,keb8****,"뭐하나안보태고십점이상주는영화,낡은식기 달동네 폐지등하나하나너무나마음을울렸음",10,0,0,2011-03-21 01:13:00,0
3455,flow****,너무재밌었음ㅠ 재미 감동 부모님께 꼭 권해드리고싶네요!,10,0,0,2011-03-21 01:13:00,0
3456,hisu****,웹툰보다는 많이 부족하지만..그래도 따뜻한 영화! 훈훈,10,0,0,2011-03-21 00:14:00,0
3457,leej****,2번 봤는데 2번 다 남자인 나를 펑펑 울린 영화,10,0,0,2011-03-21 00:08:00,0
3458,neoo****,그릉이랑 본 영화. 영화보기 전에 만화보고 보시면 감동이 두배 .원작을 너무 잘 표현했어요.,9,0,0,2011-03-20 23:54:00,0
3459,free****,정말 ㅜㅜ 너무 감동적이고 슬펏습니다,10,0,0,2011-03-20 23:52:00,0
3460,eart****,영화관에 혼자 가서 펑펑 울면서 본 영화...,9,0,0,2011-03-20 23:45:00,0
3461,hanu****,오늘 부모님 할머니 할아버지랑 같이 보고 왔는데..두번봐도 짱..,10,0,0,2011-03-20 23:44:00,0
3462,kens****,너무 이쁜 영화.부모님 생각난다.,10,0,0,2011-03-20 23:30:00,0
3463,hwan****,ㅎgood,10,0,0,2011-03-20 23:21:00,0
3464,codu****,10점도 아쉽네요ㅠㅠ 정말 울면서 봤습니다! 최고!,10,0,0,2011-03-20 23:18:00,0
3465,rara****,감도에도거니,10,0,0,2011-03-20 23:18:00,0
3466,jhy9****,감동적이예요ㅠㅠ,10,0,0,2011-03-20 23:15:00,0
3467,yama****,펑펑울었네여..ㅠㅠ 중간중간 재미도 있고^^ ★★★★★ 별다섯개!!,10,0,0,2011-03-20 22:50:00,0
3468,flyi****,너무 감동적이고 너무 이쁜 ... 정말 최고였습니다.,10,0,0,2011-03-20 22:50:00,0
3469,bach****,연기파배우분들의연기에또감탄하고스토리에감동하고부모님생각나서울고..최고예요,10,0,0,2011-03-20 22:41:00,0
3470,akll****,엄마랑 같이보면서 울었습니다. 너무 잘만든 영화같아요!,10,0,0,2011-03-20 22:32:00,0
3471,snow****,부모님과 함께보면서 많이 울었습니다.. 강추입니다.,10,0,0,2011-03-20 22:28:00,0
3472,elli****,정말 꺼이꺼이하면서 운영화.. 스토리도 탄탄하고 정말 진짜 대박입니다,10,0,0,2011-03-20 22:10:00,0
3473,bjo1****,와... 정말 재미 있으면서도 씁쓸하기도 하고 완전 슬프기도 하고...,10,0,0,2011-03-20 21:31:00,0
3474,pk93****,다시한번 사랑에는 나이가없다는 사실을 알게한 영화...,10,0,0,2011-03-20 20:39:00,0
3475,xexa****,만화의 감성이 그대로 녹아들었네요. 정말 좋습니다.,10,0,0,2011-03-20 20:36:00,0
3476,vjwl****,대박!,10,0,0,2011-03-20 20:33:00,0
3477,rldj****,완전감동입니다!!!,10,0,0,2011-03-20 20:27:00,0
3478,jeun****,"부모님과 함께봐도 좋을영화, 보면서 웃기도 많이 웃었지만 가슴이 찡했어요ㅠ",10,0,0,2011-03-20 20:24:00,0
3479,miri****,정말 캐스팅은 완벽!! 개인적으로 '우리잡은두손...'이장면 기대했는데 없어서 아쉽ㅠ,10,0,0,2011-03-20 20:09:00,0
3480,tnru****,ㅜㅜ완젼 대박감동..웃긴장면도 많았는데 마지막에 많이 울엇어요ㅠㅠ 추천!,10,0,0,2011-03-20 19:57:00,0
3481,kime****,원작을 충실히 따른 것 같네요^^ 잔잔하고 정말 좋았습니다 슬펐던ㅜㅜ,10,0,0,2011-03-20 19:33:00,0
3482,vanq****,많은 것을 느끼게 해주는 영화였습니다.,9,0,0,2011-03-20 19:04:00,0
3483,wlst****,웃다가마지막엔눈물펑펑...감동이잔잔하게스며드는영화!ㅎㅎ,10,0,0,2011-03-20 18:43:00,0
3484,p198****,최고의 영화,10,0,0,2011-03-20 18:41:00,0
3485,boby****,감독이 독하다.. 평생 흘릴 눈물 다 쏟았다 정말 ㅠ,10,0,0,2011-03-20 17:38:00,0
3486,gmlg****,반은 미소 반은 눈물,10,0,0,2011-03-20 17:29:00,0
3487,fany****,포풍눈물을 흘렸습니다.. 연기도 예술이고..,10,0,0,2011-03-20 17:29:00,0
3488,zz12****,거짓말 안치고 너무너무 괜찮았네요 ㅠ.ㅠ.....올만에 제대로 된 영화 본거같아요,10,0,0,2011-03-20 16:55:00,0
3489,qwer****,너무 감동적이였어요ㅠㅠ,10,0,0,2011-03-20 16:51:00,0
3490,love****,정말재밋엇어요!!너무너무슬퍼요ㅠㅠㅠ,10,0,0,2011-03-20 16:04:00,0
3491,gyfh****,꼭봐야하는영화   손수건은필수용,10,0,0,2011-03-20 15:50:00,0
3492,rkdu****,정말 예상외로 완전 재밌었어요! 젊어서 느낄 수 없는 것들을 느꼈어요ㅠㅠ진짜 짱!,10,0,0,2011-03-20 15:50:00,0
3493,froz****,정말 고맙습니다. 이런영화를 만들어주셔서,10,0,0,2011-03-20 15:37:00,0
3494,bond****,가슴이 훈훈해 지는 영화 ㅇ.ㅇㅋ,10,0,0,2011-03-20 15:21:00,0
3495,jung****,내 가슴 깊숙히 감동을 주는 영화는 없었다. 저절로 눈가에 눈물이 고인다..,8,0,0,2011-03-20 15:09:00,0
3496,sojw****,마음이 따뜻해 지네요,10,0,0,2011-03-20 15:08:00,0
3497,pass****,한번더보고싶습니다,10,0,0,2011-03-20 14:51:00,0
3498,ilov****,제발 부탁인데 이런영화들이 메인에 서고 돈을 벌었으면 좋겠다..,10,0,0,2011-03-20 14:25:00,0
3499,atti****,엄마와 함께 봤어요.  참 따뜻했습니다 -,9,0,0,2011-03-20 13:56:00,0
3500,kimj****,아름다운영화..하지만 씁쓸,9,0,0,2011-03-20 13:30:00,0
3501,sw71****,강풀 만화→영화 중 짜장,10,0,0,2011-03-20 13:28:00,0
3502,6428****,원작그대로의 감동~ㅠ,10,0,0,2011-03-20 13:24:00,0
3503,mmy1****,이런게 영화다,10,0,0,2011-03-20 12:54:00,0
3504,qjaw****,지금껏 보고 유일하게 나를 울렸던 영화,10,0,0,2011-03-20 12:30:00,0
3505,wogu****,진짜 마음이 짠해지는 영화..ㅠㅠ~,10,0,0,2011-03-20 12:10:00,0
3506,butt****,"감동,사랑 그리고 유머가 있는 영화.  삶을 적응하는데 준비물같은 영화",10,0,0,2011-03-20 11:53:00,0
3507,kang****,아 진짜 완전 짱,10,0,0,2011-03-20 11:22:00,0
3508,dlak****,완전 재밋어요 ㅎ,10,0,0,2011-03-20 11:08:00,0
3509,jkh3****,내용도좋고 음악도좋고 영상도좋고 연기도좋고 추천 ^_^,10,0,0,2011-03-20 11:03:00,0
3510,hoon****,살면서처음으로영화보고댓글달아봄.. 원작먼저봤지만그감동그대로..ㅠㅜ,10,0,0,2011-03-20 10:44:00,0
3511,biry****,초반 잔잔한 웃음과 후반에 감동은 정말 후회없는 선택일듯 싶네요~,10,0,0,2011-03-20 10:00:00,0
3512,mari****,마음이따뜻해지는작품..,10,0,0,2011-03-20 08:10:00,0
3513,newp****,나는 왜 좀 밋밋할까... 예고편이 다 인것 같았다는....,8,0,0,2011-03-20 07:18:00,0
3514,shr0****,가족이함께보아도...연인끼리보아도...부부끼리보아도.... 정말 좋을 영화,10,0,0,2011-03-20 06:00:00,0
3515,bani****,조금지루할영화이기는하지만분명히많은것을느끼고깨달고또소중함을일깨워주는 영화..,8,0,0,2011-03-20 03:49:00,0
3516,vheh****,완전 최고야 꼭 보셨으면 합니다 !! 폭풍눈물 ㅠㅠ 폭풍웃음이 한번에 ㅋㅋ,10,0,0,2011-03-20 03:37:00,0
3517,jesj****,보는내내 웃다가 울다가 정말 오랜만에 좋은영화본것같아 좋습니다 ㅎ,10,0,0,2011-03-20 02:24:00,0
3518,kimb****,이 영환 예고편이 없었으면 한다. 남녀노소 누구든 현대인이면 반드시 봐야할 영화,10,0,0,2011-03-20 02:01:00,0
3519,lili****,강풀굳,10,0,0,2011-03-20 02:00:00,0
3520,tkdg****,부산에 사는 26살 남자입니다. 꼭 보십시오 후회 절대 하지 않습니다.,10,0,0,2011-03-20 01:43:00,0
3521,dnar****,아 최고!!,10,0,0,2011-03-20 01:19:00,0
3522,ljhl****,정말 좋았던 영화...,10,0,0,2011-03-20 01:01:00,0
3523,hbm0****,최고다 한국에 이런 영화가 더 많아 졌으면 좋겠다.,10,0,0,2011-03-20 00:45:00,0
3524,wagf****,마음이 따뜻해지고 재미납니다. ㅋ 남친이랑 두손꼭잡고 영화관 나왔습니다..,10,0,0,2011-03-20 00:21:00,0
3525,lll3****,오늘 봤어요. 정말 최고,10,0,0,2011-03-20 00:18:00,0
3526,suks****,감동 ㅜ_ㅜ 웹툰으로 봐서 스토리를 다 알고있었는데도 눈물이 주룩주룩...,10,0,0,2011-03-20 00:14:00,0
3527,hyjc****,왠만하면 로긴해서 평점 잘안남기는데...할머니할아버지사랑합니다,10,0,0,2011-03-20 00:06:00,0
3528,0163****,폭풍눈물......................................................................,10,0,0,2011-03-19 23:40:00,0
3529,sx16****,전반엔엄청웃기고!후반엔슬프다! 진짜 가추!! 볼까말까하시는분 보세요!!!! 대박강추,10,0,0,2011-03-19 23:35:00,0
3530,evvi****,중3아들과 함께 본 영화... 혼자계신 시어머님도 생각나고..  내모습도 겹쳐지네요,10,0,0,2011-03-19 23:33:00,0
3531,rmae****,영화보고잘안우는데정말감동적인거같다ㅠㅠㅠㅠㅠㅠㅠㅠ,10,0,0,2011-03-19 23:23:00,0
3532,d537****,진짜 감동,10,0,0,2011-03-19 23:07:00,0
3533,0164****,부모님이랑 같이 보시면 좋을 영화입니다. 마음이 따뜻해지면서도 찡한 영화입니다.,10,0,0,2011-03-19 22:42:00,0
3534,ttr1****,감동 웃음 그리고 훈훈한 멜로와 배우들의 연기력이 있다,9,0,0,2011-03-19 22:39:00,0
3535,enqn****,"감동적이고, 재미까지 느낄 수 있었던 영화입니다. 보는 내내 흐뭇했습니다.",10,0,0,2011-03-19 22:37:00,0
3536,p960****,재밌어요~~,10,0,0,2011-03-19 22:37:00,0
3537,gimm****,"여친한테 창피할까 안울려 참고 참았는데,간만에 폭풍눈물이 계속 쏟아졌다.",10,0,0,2011-03-19 22:22:00,0
3538,pwjt****,사람사는 게 이런거구나 하고 느끼게 되는거 같다,9,0,0,2011-03-19 22:16:00,0
3539,lo52****,"정말 감동적인 영화~~~^^
원작 만화의 감동을 아름답게 그려준 영화에요
꼭 보세요~~",10,0,0,2011-03-19 22:16:00,0
3540,phj1****,리뷰읽어볼시간있으면가서보세요.  진짜대박!!!!!!!!!22년동안본영화중에최고,10,0,0,2011-03-19 21:56:00,0
3541,sjm6****,진짜 웃음과감동을겸비한 최고의영화다,10,0,0,2011-03-19 21:45:00,0
3542,wanb****,최고의 영화,10,0,0,2011-03-19 21:32:00,0
3543,hoho****,진짜 대박..ㅠ,10,0,0,2011-03-19 21:16:00,0
3544,happ****,대박 진짜대박... 왜이렇게 평점이높을까생각햇는데 십점이고백점이고 다주고싶은영화,10,0,0,2011-03-19 21:15:00,0
3545,qw62****,웃느라 바쁘고 눈물훔치느라 바빴네요,10,0,0,2011-03-19 21:04:00,0
3546,gold****,기대 안하고 봤었는데 요즘 본 영화중 가장 감동 깊었습니다. ^^,10,0,0,2011-03-19 20:41:00,0
3547,cee9****,대박웃음!!!! 대박감동 !!! 한마디로 대.박.영.화 !!!!!!!!!!!!,10,0,0,2011-03-19 20:37:00,0
3548,jun7****,말할 필요가 없는듯.. 완전 굿!!,10,0,0,2011-03-19 20:13:00,0
3549,0102****,"영화처럼 사랑하고싶다.끝까지 후회없이, 우리네 사랑보다 진하고 깊고 짠함을 느꼈다",10,0,0,2011-03-19 20:03:00,0
3550,ch31****,기대했던것보다 너무 좋았습니다.최고~,10,0,0,2011-03-19 19:19:00,0
3551,bugu****,재밌고 웃기고 감동적이고 슬프고...이런단어로도 표현이되지않네요,10,0,0,2011-03-19 19:06:00,0
3552,yamu****,진짜 웃다가 울다가.....내가 왜 휴지를 안챙겨갔는지..ㅠㅠㅠㅠㅠㅠㅠ,10,0,0,2011-03-19 18:41:00,0
3553,efgh****,웃다가 울다가 ㅜ 감동 또 감동~! 또 보고싶은 진짜 강추 영화! 이순재 빠 될 듯!,10,0,0,2011-03-19 17:29:00,0
3554,sun0****,진짜진짜진짜 폭풍눈물 웃기도하고 울기도했다 ㅋ,10,0,0,2011-03-19 17:25:00,0
3555,wjdc****,"너무 울다보니 놓친 장면이 많은거 같네요 ..다시 또 보러가야할듯,,,",10,0,0,2011-03-19 17:12:00,0
3556,linu****,그 어떤 젊은이들의 사랑영화보다 가슴시리고 따뜻하다!,10,0,0,2011-03-19 17:06:00,0
3557,nams****,웃다가 울다가...,10,0,0,2011-03-19 17:02:00,0
3558,jmlo****,웃음과 감동을 한꺼번에 선사한 영화.. 강추!!,10,0,0,2011-03-19 16:47:00,0
3559,andd****,강풀님 작품중 유일하게 원작과 영화를 동시에 감동을 느낄수 있었습니다,10,0,0,2011-03-19 16:47:00,0
3560,anfr****,잔잔하게 웃고 잔잔하게 울 수 있는 영화..,10,0,0,2011-03-19 16:25:00,0
3561,arum****,정말 슬퍼서 펑펑 울다가도 훈훈함에 웃음짓게 만드는 영화! 최고입니다,10,0,0,2011-03-19 16:12:00,0
3562,goog****,기대를 안했는데 생각보다 괜찮았다. 초중반까지 괜찮은 전개. 하지만 끝은 별로..,8,0,0,2011-03-19 16:00:00,0
3563,bish****,보는내내울었다 휴지가져가야할듯,10,0,0,2011-03-19 15:35:00,0
3564,tlst****,감동이다,10,0,0,2011-03-19 15:17:00,0
3565,kskh****,보면서 울다 웃다 했어요~ 모두 연기를 잘하시는 분들이라...^^ 원작도 봐야징,10,0,0,2011-03-19 14:46:00,0
3566,ynn0****,정말 재미있고 감동도 있고 이순재 쌤 넘 귀여우심^^,10,0,0,2011-03-19 14:23:00,0
3567,eepp****,감동적이예여...,10,0,0,2011-03-19 13:56:00,0
3568,kmui****,완전감동^^*,10,0,0,2011-03-19 13:27:00,0
3569,for0****,아름다운 영화입니다,10,0,0,2011-03-19 13:16:00,0
3570,sunh****,완전대박 슬픔ㅋㅋ 영화보면서 최고로많이울었음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10,0,0,2011-03-19 12:49:00,0
3571,hot2****,정말 이렇게 만화와 동일인물이 매치되는건 처음인 영화,10,0,0,2011-03-19 11:36:00,0
3572,real****,아진심최고!!!!!!!!!!!!!!!!!!나중엔진짜울다지침..................휴지필수!!!!!!!,10,0,0,2011-03-19 10:50:00,0
3573,hidd****,저도 영화 볼때 한번도 눈물흘린적 없었는데 눈물이 흐르더라구요 감회가 새롭네요..,10,0,0,2011-03-19 08:57:00,0
3574,mjha****,감동의 전율이 아직도^-^,10,0,0,2011-03-19 08:48:00,0
3575,yul8****,너무 감동~휴지가 다젖도록 눈물흘린듯ㅠㅠ순수한 사랑에 미소가 절로 지어지는..,9,0,0,2011-03-19 07:42:00,0
3576,mang****,영화관에서 볼때 한번도 눈물안흘린 내가.. 흘렸다......,10,0,0,2011-03-19 03:04:00,0
3577,simd****,정말 최고의 영화...,10,0,0,2011-03-19 01:55:00,0
3578,asdf****,더이상말이필요없는영화,10,0,0,2011-03-19 00:25:00,0
3579,crun****,너무너무재미있었다,10,0,0,2011-03-19 00:05:00,0
3580,rpm2****,오랜만에 돈이 아깝지 않은 영화..,10,0,0,2011-03-18 23:55:00,0
3581,cast****,최고에서 약간 모자른 영화,9,0,0,2011-03-18 23:51:00,0
3582,youl****,망설이지 마세요.부모님이랑 보았는데 진짜 최고네요.......,10,0,0,2011-03-18 23:47:00,0
3583,hamc****,쵝오,10,0,0,2011-03-18 23:43:00,0
3584,chsg****,이건 알바가 없어도 되겠는데,10,0,0,2011-03-18 23:15:00,0
3585,gzle****,최고 그자체,10,0,0,2011-03-18 22:57:00,0
3586,yeni****,안보면후회,10,0,0,2011-03-18 22:53:00,0
3587,nt01****,봄만합니다.,9,0,0,2011-03-18 22:53:00,0
3588,a9h9****,오랜만에 본 정말 순수하고도 순수했던 영화.,10,0,0,2011-03-18 22:29:00,0
3589,dlgu****,정말 짱임 ㅠㅠㅠㅠ,10,0,0,2011-03-18 21:10:00,0
3590,soo1****,가슴이 져려오는 영화,10,0,0,2011-03-18 20:23:00,0
3591,yun4****,오랫만에 너무 따뜻한 영화를 봤네여~강추입니다~!!!,10,0,0,2011-03-18 17:23:00,0
3592,gmld****,연인 또는 부부가함께하면 너무 좋을것같아요..,9,0,0,2011-03-18 17:23:00,0
3593,code****,엄청난 감동.....기대도 안하고 봤는데 감동받았네요.,10,0,0,2011-03-18 16:57:00,0
3594,tere****,그대 행복합니까?,9,0,0,2011-03-18 16:12:00,0
3595,kich****,저 진짜 많이 울었습니다 ㅜㅜ,8,0,0,2011-03-18 16:11:00,0
3596,envy****,웃음과 감동. 간만에 좋은 영화~,10,0,0,2011-03-18 15:38:00,0
3597,tlsy****,너무나 감동입니다..ㅜㅜ 최고의 영화!!강추임,8,0,0,2011-03-18 15:20:00,0
3598,mine****,추천추천추천,10,0,0,2011-03-18 14:52:00,0
3599,sml0****,연기영상음악..순수하고따뜻했던최고의영화,10,0,0,2011-03-18 12:57:00,0
3600,euge****,추천입니다!!,10,0,0,2011-03-18 12:16:00,0
3601,pswl****,따뜻하고..잔잔하고....나도 저렇게 순수하고..아름답게 사랑하며 늙어가고 싶다는..,10,0,0,2011-03-18 12:04:00,0
3602,nago****,현실적임.먹먹한가슴.후반부에는눈물폭포.,10,0,0,2011-03-18 11:40:00,0
3603,crus****,저만 슬픈게 아니였네요.,10,0,0,2011-03-18 11:39:00,0
3604,cybe****,극장만 아니었음 소리내서 울고싶었던 영화,10,0,0,2011-03-18 11:24:00,0
3605,zozm****,말이필요없음 꼭 봐야하는영화추천,10,0,0,2011-03-18 11:01:00,0
3606,75ke****,아 너무 감동이네요. 지금껏 본영화중 최고입니다.,10,0,0,2011-03-18 10:41:00,0
3607,denu****,원작도 나름대로 잘 살렸고..이만하면 괜찮음.,8,0,0,2011-03-18 10:40:00,0
3608,kjho****,남자인데 영화보다가 통곡했음ㅠㅠ태극기휘날리며 이후로 운적없는데 간만에 통곡했음,10,0,0,2011-03-18 09:55:00,0
3609,mult****,미치도록 좋은 영화.. 원작의 감동을 잘 담아내서 너무 좋았다,10,0,0,2011-03-18 09:25:00,0
3610,topl****,영화만 보면 졸던 친구가 송재호님의 애틋한 사랑에 처음으로친구가 울어습니다.,10,0,0,2011-03-18 09:12:00,0
3611,yjma****,감동이다.자식으로서 다시한번 생각하게 만드네요 이순재님 넘좋아요,9,0,0,2011-03-18 09:06:00,0
3612,seon****,웃었다 울었다 완존 감동이였어요^^,10,0,0,2011-03-18 08:05:00,0
3613,meso****,다 알고 봐도 좋았다. 몇몇개 빠진게 있어도 좋았다. 눈물이 안나도 좋았다.,10,0,0,2011-03-18 01:57:00,0
3614,wlgu****,아름다웠고 슬펐던 영화. 최곱니다!,10,0,0,2011-03-18 01:47:00,0
3615,pjta****,정말 내가 여태 살아오면서 보아왔던 영화들중에 단연 최고다. 정말 감동적이다.,10,0,0,2011-03-18 01:30:00,0
3616,llhh****,강풀 원작 영화중 가장 좋다고 생각이 들었구요 가슴이 아플 정도로 울고 나왔네요,10,0,0,2011-03-18 01:18:00,0
3617,pink****,평점너무과장된듯-_- 잔잔한영화입니다. 너무기대했나?? 하지만연기는좋았습니다.,10,0,0,2011-03-18 01:16:00,0
3618,bung****,우리나라라는 느낌이 짠하게 ㅠㅠ,10,0,0,2011-03-18 00:18:00,0
3619,ekzm****,일부러 눈물 짜내는 영화와는 차원이 다른. 최고감성영화,10,0,0,2011-03-17 23:42:00,0
3620,2006****,슬픔보다 더 슬픈 이야기 이후로 이렇게 감동적인 영화는 처음이다.,10,0,0,2011-03-17 23:34:00,0
3621,lurb****,마음이 따뜻해지고 평생반려자를 다시보게해주는 영화,10,0,0,2011-03-17 23:21:00,0
3622,pepc****,재밌고 마음이따뜻해진 영화다 진짜 추천하고싶다,10,0,0,2011-03-17 22:27:00,0
3623,2zi2****,마음이 따뜻해지는 영화예요..정말 추천합니다..좋더라구요..,10,0,0,2011-03-17 21:26:00,0
3624,wldi****,영화로는못보고 만화로만 밧는데 한회에 한번씩울엇어요...흐헝,10,0,0,2011-03-17 21:05:00,0
3625,airi****,한마디에 담지못할 감동이 있었어요,10,0,0,2011-03-17 20:36:00,0
3626,sinh****,많이 울었네요힘들게 길러주신 아들딸인 모든 우리들이 보고 느껴야 할 영화같습니다,10,0,0,2011-03-17 20:17:00,0
3627,yuts****,엉엉 소리내어 울고 싶은 영화,10,0,0,2011-03-17 19:13:00,0
3628,eeee****,너무최고 연기도 최고 그리고 영상도 너무 따뜻했네요..,10,0,0,2011-03-17 18:06:00,0
3629,dmme****,눈물 콧물 다 흘리고 나온 영화~~ 한달에 2번이상은 영화보는데 글 남기는건 첨인듯~~,9,0,0,2011-03-17 17:58:00,0
3630,sksk****,이게 왜 100만밖에 안됬냐구 !!! 500만 이상은 봐야되는거 아니야??!!! 완전강추!!!!!,10,0,0,2011-03-17 17:25:00,0
3631,garo****,눈물을 안 흘릴 수 없게 하는구나.. 제길..ㅠㅜ,8,0,0,2011-03-17 16:19:00,0
3632,vmfl****,강추!!정말 마음이 따뜻해지는 영화예요,10,0,0,2011-03-17 16:09:00,0
3633,tont****,로긴하게 만드는영화.만년만이군.-_ -;;완전 강추!!!,10,0,0,2011-03-17 14:53:00,0
3634,kkh_****,정말 가슴이 따뜻해지는 영화입니다!,10,0,0,2011-03-17 14:49:00,0
3635,kisa****,연극보다 더 디테일하고 재미있엇어요. 연기력 정말 최고!!,10,0,0,2011-03-17 14:11:00,0
3636,mpos****,Good,10,0,0,2011-03-17 13:47:00,0
3637,wisd****,"우리 가족 내내 울었어요, 특히 송재호 얼굴만 나와도 폭풍 눈물...재밌어요.",10,0,0,2011-03-17 13:32:00,0
3638,mjlu****,엄마 때문에 억지로 본영화 인데 눈물을 감출수가 없었습니다. 최고의 영화입니다!!,10,0,0,2011-03-17 13:28:00,0
3639,kiss****,"리메이크작의 실망감이 전혀 없는, 보는 내내 먹먹하고 애잔하면서도 따뜻해지는.",10,0,0,2011-03-17 13:26:00,0
3640,0119****,평점이 넘 높아서 어떤가 본 영화.........말이 필요없음..대박!,10,0,0,2011-03-17 12:51:00,0
3641,nfqu****,아~~~내가오레살지는안았는데;;;이만큼 재밋고재미있는영화는없었다...,10,0,0,2011-03-17 12:44:00,0
3642,pret****,좋은 영화는 결국 인정받나보다,9,0,0,2011-03-17 11:28:00,0
3643,whis****,내용을 알고 봐도 감동의 눈물 범벅..역시 베테랑 연기자들.꼭 돈 주고 보세요ㅎ,10,0,0,2011-03-17 11:06:00,0
3644,1989****,만화를살려 만듯듯 만화의 포인트가 살아있네요 가슴찡하게만드는영화네요^^,9,0,0,2011-03-17 10:15:00,0
3645,dmsd****,본지1주일넘었는데안잊혀져요ㅠㅠ군봉이할아버지땜에눈물범벅.,10,0,0,2011-03-17 03:23:00,0
3646,firs****,엔딩 크레딧 후 화장실 달려가서 코풀고 세수하고 나왔네요ㅠ 손수건이나 휴지 필수,10,0,0,2011-03-17 02:25:00,0
3647,wonj****,인생과 사랑에 대해 생각해보게 되는 영화. 따뜻한 영화입니다^^,8,0,0,2011-03-17 01:48:00,0
3648,ice7****,울다가웃다가울다가웃다가....마음따뜻해지고노인들을한번돌아보게만드는좋은영화,10,0,0,2011-03-17 00:34:00,0
3649,nsb0****,대한민국 모두가 봐야할 영화,10,0,0,2011-03-17 00:09:00,0
3650,jar9****,최고 ㅠㅠ,10,0,0,2011-03-16 23:56:00,0
3651,joek****,"아이엠샘, 블라인드 사이드 등등의 왠만한 감동영화 보면서 눈물난적없는데 두번 운듯",10,0,0,2011-03-16 23:33:00,0
3652,kjh2****,청춘보다 아름다운 황혼의 사랑 요근래 본 최고의 로맨스 영화,10,0,0,2011-03-16 23:06:00,0
3653,1234****,완전 슬펐는데 좋은 영화였어요~!,10,0,0,2011-03-16 23:03:00,0
3654,1027****,아 진짜 이거 보면서 3번 울었음 ㅜㅜ,10,0,0,2011-03-16 22:55:00,0
3655,lieb****,울고 싶었는데 울게 해줘서 감사합니다..ㅠ배테랑의 연기는 정말 쩔더군요...ㅠ,9,0,0,2011-03-16 22:53:00,0
3656,qkda****,돈이 아깝지 않은 영화,10,0,0,2011-03-16 22:52:00,0
3657,pblu****,돈이 아깝지 않을정도로 훌륭한 영화였습니다.,10,0,0,2011-03-16 22:41:00,0
3658,grey****,말이 필요없다 정말로... 따듯한 노인들의 사랑 미친듯이 울었습니다 ㅠㅠ,10,0,0,2011-03-16 21:24:00,0
3659,vmfl****,보고왓다 완전 눈팅불불어서왓네 ㅠㅠ 추천,10,0,0,2011-03-16 21:23:00,0
3660,akch****,결말보고싶어 대박,10,0,0,2011-03-16 21:16:00,0
3661,leo9****,대박입니다 사람들이 우는소리가 들려요ㅎㅎ,10,0,0,2011-03-16 20:46:00,0
3662,liem****,망설이지마세요.,10,0,0,2011-03-16 20:11:00,0
3663,isjt****,말이 필요없다,10,0,0,2011-03-16 20:05:00,0
