,nickname,text,score,like,dislike,time,watch_movie
0,민스(alst****),지금까지영화보면서처음부터끝까지계속울어본적은처음이네요..너무슬퍼요ㅜㅜ,10,443,20,2013-07-28 20:27:00,0
1,hanp****,웹툰은 영화화할 때마다 거의 혹평을 받는데 이것은 오히려 더 잘 만든게 신기하네요.,10,389,16,2013-06-07 12:41:00,0
2,yjfj****,정말감동적입니다·· 최고네요 마음이따뜻해지는영화♡,10,317,10,2013-06-26 01:52:00,0
3,MJ(elfs****),아 우리할아버지할머니 생각나서 눈물폭발 ㅠㅠㅜ,10,302,12,2013-07-17 01:13:00,0
4,소심쟁이(naeh****),원작을 영화화시킨게 역부족이었다고?내가볼땐 원작못지않게 최고인데 . 미치도록 감동적이고 ... 따뜻했다,10,244,7,2013-09-30 00:59:00,0
5,참새(wlst****),지금까지 봤던 영화중에 가장슬펐음7번방의 선물처럼 억지로 눈물쥐어짜내려는것도 없었음.그리고 배우들이 다들 베테랑이셔서 그런지 연기력도 최고였음.,10,234,8,2013-07-08 01:05:00,0
6,momo****,내 생에 최고의 영화....어찌나 눈물이 나던지...이순재 선생님의 연기는 정말.... 최고입니다..진심으로 사랑합니다..,10,187,5,2013-07-13 03:14:00,0
7,휘핑크림(y156****),눈물없이는 볼수없는 영화 원작도 그랬고 영화도 그렇다 나도 그들처럼 사랑하고 그렇게 늙고싶다...,10,139,4,2013-06-25 03:22:00,0
8,조니안조니(ascd****),가슴이 따뜻해지는 영화 사랑에는 나이가 없는 것 같다 추운 겨울과 같이 쓸쓸하고 외로운 어르신들이 서로 사랑하고 인간적인 정으로 추운 겨울을 이겨내 나가시는.. 영화 보고 난 후 가장 생각을 많이 하게 된 영화 였다...,10,124,6,2013-06-25 00:23:00,0
9,윤용철(loha****),가슴이 아프다고 느껴지먄 나도 인생황혼이 생각드는 나이일까? 아침내  울었다..내 보는내내피할수 없이 맞게되는 늙음..나도 젊었던 나도 이젠....참  세월. 빠르다..ㄴ어릴적 사진을 본다.  1963년쯤 되나보다....,10,94,5,2013-07-27 07:31:00,0
10,gour****,"현재까지 웹툰을 원작으로 한 영화중에서  가장  잘 만든 작품. 제발 스릴러 작품이나, 어설픈 북괴 만화를 영화화하는건 그만 만들고, 이런 소소한 이야기나 영화화 해라. 자극적인건만 선호하지좀 말고",8,91,10,2013-11-26 20:19:00,0
11,ㅇㅇ(su97****),영화보면서 대성통곡한건 처음...,10,68,1,2013-11-24 01:10:00,0
12,zing****,김수미 자식들을보면서 가슴이먹먹해져왔습니다. 현실의우리를보는거같아부끄럽기도하고 죄송스럽기도하고  씁쓸합니다. .,9,67,2,2013-02-03 04:27:00,0
13,안해요(shan****),정말 감동입니다 영화관에서 보고 오래 지나 다시 생각나 검색하다가 평점 남기고 갑니다 최고의 영화 ㅠㅠ,10,58,1,2013-07-05 22:47:00,0
14,풋풋풋(ehdg****),와 진짜슬프다. 웹툰과는 또다른 느낌이네요,10,55,2,2013-11-20 21:38:00,0
15,여신태희(lkyl****),정말 아름다운 영화였다,10,51,2,2013-11-16 13:25:00,0
16,위대장(wija****),기자 평론가들의 점수는 날이 갈수록 믿을수가 없어지네요...  점수가 중요치 않은 영화 ~~,10,48,1,2013-11-24 03:44:00,0
17,헬로(dlrk****),ㅜㅜ보는내내 꺼이꺼이울었다,10,50,4,2013-06-01 17:39:00,0
18,사랑 그 치명적인(kj47****),이런 영화가 좀 많이 나오면 좋겠다.,10,42,0,2014-03-18 20:36:00,0
19,kdw8****,개인적인 생각으로 강풀님 다른영화보다 그대를 사랑합니다가 유독 평점이 좋은이유는 원작 거의 그대로를 옮겨서임 바보/순정만화/ 이런거 보면 너무 많이 손대서 망한것같음,10,43,1,2013-11-26 16:42:00,0
20,Sy(sssy****),너무예쁜데 한편으론 씁쓸하다,10,40,1,2013-07-06 11:38:00,0
21,plto****,강력 추천할만한 몇 안되는 한국영화임. 노년의 사랑이 이리도 아름다울 수 있구나.,10,39,2,2014-03-01 23:10:00,0
22,babz****,"십점으로는 모자라다태어나서 본 영화중에 가장 많이 울면서 본듯진짜.....뭐라고 설명하기 복잡할정도로 보면서 여러 생각이 들었던거같다배경, 연기, ost 다 ,,최고였다,,",10,40,3,2013-05-04 00:00:00,0
23,안녕하세유(gogo****),"난 오랫동안 우울증을 겪고 잇고, 인생의 덧없음과 메마른 감정때문에,. 그 어떤 영화나 음악, 기타 등등 세상의 그 어떤 것들도 제 마음을 울리지 못했었는데,.,",10,37,2,2013-11-16 09:29:00,0
24,june****,어르신들의 얘기가 아니라 인생의 얘기입니다. 안 봤으면 안 될 최고의 영화,10,31,1,2013-09-13 21:28:00,0
25,허은경(yk66****),이순재선생님감사합니다,10,29,1,2014-02-25 21:29:00,0
26,오잉(red6****),태어나서 본 영화중 최고..보고 또 보고 너무 좋습니다..,10,29,1,2014-02-13 01:42:00,0
27,감자도리(coca****),밤에보다가 눈물콧물다쏟아서ㅠㅠㅜ꼭 행복하시겟죠 가슴따뜻한영화 잘봤습니다 최고에요,10,29,1,2013-11-12 02:50:00,0
28,리케닉(ghjs****),"이 영화를 볼 수 있게 해주신 감독님, 그 외 관계자들, 배우진분들과 원작을 그려주신 강풀 작가님께 다시한번 감사드립니다. 엄청난 대작..",10,28,1,2014-03-06 17:38:00,0
29,다래(thdd****),미루고미루다 본 영화. 그리고 내 생애 최고의 영화.   원작못보신분들은 원작보는것도 추천. 죽음에 대해그리고 사랑에 대해 담담하게 그리고 따뜻하게 이야기해주고 있다.,10,25,1,2014-05-03 01:35:00,0
30,disney(sho1****),사랑은 우리 인생의 전부다,10,21,1,2014-01-22 12:27:00,0
31,7240****,너무감동적이고..보는동안 눈물이 계속해서 흐르네요.왜 이제서야 이영화를보게되었는지..꼭한번보지않으신분들보시기를..,10,18,2,2014-02-27 03:25:00,0
32,세옹이(tpdy****),완벽한원작에이은완벽한영화,10,16,1,2014-02-19 11:57:00,0
33,롬(rg38****),아무래도 원작에서 삭제된 부분이많아서 아쉽기는했지만 그래도 감정을 전달하기엔 충분했다 특히 이순재님 캐스팅 정말..!!짱짱,10,14,1,2013-06-26 00:39:00,0
34,주블랙(dark****),후반부 만석이 보게로 시작하는 편지 장면은 300편 넘는 영화를 보면서 최고로 오열하게 만드는 장면이었다,10,13,1,2015-04-24 14:58:00,0
35,insu****,"눈이, 마음이 터질때까지 운거같다 진짜로 진짜..너무 슬프다",10,12,1,2014-03-23 11:29:00,0
36,wwh5****,그냥 좋은영화라고 밖에 표현을 못하겠습니다 이런영화를 볼수있게해주셔서감사합니다,10,12,1,2014-02-25 21:03:00,0
37,Jpeace(0119****),펑펑 울었어요 ㅠ ㅠ   추천합니다,10,11,1,2014-07-01 17:46:00,0
38,우쭈쭈아롱이(dkem****),나 이거 원작보고 울고 영화보고 대성통곡 했는데 쓰레기 평점주는 애들은 감성이 매말랐나봐요^^ 액션 기대하고 봤니?ㅋㅋㅋ,10,8,0,2013-08-17 15:33:00,0
39,햄지(o_oj****),대박 울었어요 ㅠㅠ추천,10,8,1,2013-11-08 00:39:00,0
40,차밍도쿄(cant****),아이거너무슬퍼요... 몇달전에봤었는데 지금 우리집 상황이랑똑같아요사남매인데 하나둘씩 나가고.. 이제 저만 나가면 엄마 아빠 혼자 남아계실 생각하니까맘이 안 좋아요 ㅠㅠ 너무 슬퍼 이게 인생인가 싶기도 하고.. 잘 만...,10,6,0,2015-04-01 16:32:00,0
41,행복한세상(dnjs****),사람삶이라는게 이렇게 덧없는것을 왜이렇게 부모님 소중한줄모르고 살았을까요 장군봉할아버님이 돌아가실때 정말 너무슬프더군요 노년의삶을 쉽게생각했던 제자신이 미워지네요 행복해지고싶고 행복하게살고싶습니다 감사합니다,10,6,0,2015-03-06 16:35:00,0
42,vldn****,"내가 이상한걸까,이 영화는 보고, 또 보고, 또 한번 더 봐도 볼 때 마다 느낌이 새롭고 여지없이 눈물이 난다.",10,6,0,2013-01-06 19:02:00,0
43,박태환(enso****),안보셨나요...? 고민하지마세요 재미없을거같다고 한 제가 부끄럽네요,10,7,1,2015-04-19 06:49:00,0
44,요정이되고싶은애니(slig****),송재호배우님 따뜻한 연기 잊지 않겠습니다. 삼가 고인의 명복을 빕니다..,10,5,0,2020-11-08 01:34:00,0
45,야구없인못살아(jaha****),막내딸 돈줄때 가슴이 찡~ 젤 몬난자식 챙겨줄때 부모구나 생각많이하게하는 영화,10,5,0,2016-09-13 06:32:00,0
46,camellia(muti****),극장에서 영화보며 꺼이 꺼이 울었던 기억 좋은 영화다,10,5,0,2015-01-23 10:42:00,0
47,음율(davi****),웹툰의 영화화는 이렇게...중요한 것은 감정전달이다,10,5,0,2013-06-18 12:36:00,0
48,신동(gods****),정말많은의미가있는영화네요...최고에요..ㅠㅡㅠ,10,6,1,2015-05-20 19:58:00,0
49,주점머스(k3s3****),"이순재 할아버지, 그리고 이 영화 나오셨던 할아버지 할머니 모두.. 오래오래 건강하세요..",10,6,1,2015-04-26 21:26:00,0
50,3326(cjst****),여태껏 본 영화중 최고.... 가슴이 아려오고.. 눈에선눈물이나온다..,10,6,1,2015-01-29 02:30:00,0
51,gjw0****,두 인연이 함께 하는 모습은 그냥 가슴을 먹먹해지게 만든다 인생의 끝자락에 다다른 사랑은 의외로 더욱 아름다웠다 이상하게도 행복한 장면에서도 눈물이 멈추질 않았다 그 행복이 사라질 순간을 내다보는 어리석음때문이다 부...,10,5,1,2013-01-07 03:38:00,0
52,김호현(leon****),영화가 진짜 아름답다...,10,6,2,2015-01-21 21:37:00,0
53,싱지꼬(gyom****),강풀 만화 원작보다는 슬픔이나 감동이 조금은 덜하지만 그건 영화라서 몇몇 장면이 잘려서 어쩔수없는거고ㅎㅎ 그래도 역시....최고입니다.,10,6,2,2015-01-20 11:24:00,0
54,델로스(khr3****),아 정말 봐도봐도 원작을 뛰어넘는 감동이 있는것같아요 마지막장면이 너무 인상깊게 남아서 정말 소장해두고 또 보고 또 울고 하면서 보고있습니다. 정말 감동적이에요,10,6,2,2013-12-28 01:02:00,0
55,엽친구(yepp****),"해외에 소개하고싶은 우리영화입니다.. 연출이 약간 아쉽긴하지만, 전체적으로 아주 좋습니다^^",10,6,2,2012-12-29 17:48:00,0
56,오랜(o_ra****),이 세상에 호상이란것은 없다.,9,5,2,2017-05-30 05:03:00,0
57,민시혁이닷(we84****),당신은 주기만하고 나는 받기만했잖아요 근데 어떻게 내가 또..ㅠ,10,3,1,2019-05-17 11:35:00,0
58,엄지(ejh6****),누군가에게 단 한 편의 영화를 추천해야 한다면 잠시의 고민도 없이 바로 이 영화를 추천할 거에요ㅜㅜ감정이 메말랐다는 소리를 듣던 나를 사람 많은 곳에서 폭풍 오열하게 만든 유일한 영화.. 이 영화의 내용을 떠올릴 때...,10,3,1,2018-04-13 01:22:00,0
59,시아(sia4****),네분이서 연기를 너무 잘하셨어요. 두번째 보는데도 참 아름다우면서 먹먹합니다... 계실때 잘합시다... 저도 두분 모두 초등학교때 잃은 외동이라 후회가 많네요.,10,3,1,2017-04-19 01:06:00,0
60,평범한카레(butt****),젊은이들의 사랑보다 훨씬 더 세련된,10,3,1,2016-11-25 10:29:00,0
61,권나무(ichi****),송재호이순재 김수미 이런분들이 왜 연륜이 있고 연기내공이 있는지 알겠네요,10,3,1,2015-03-06 16:29:00,0
62,ㅀㄹ(pldo****),여러번 봐도 감동적인 영화,10,3,1,2015-02-26 18:43:00,0
63,이찌롱(jilu****),부모님에게 잘해드려야 겠다고 생각이 드는영화..,10,3,1,2015-01-19 12:20:00,0
64,wnst****,너무 슬프면서도 아름다운 !!!,10,3,1,2015-01-19 11:56:00,0
65,리얼크루(real****),BEST. 그 이상 뭐가 필요할까,10,3,1,2014-03-19 00:24:00,0
66,kanz****,슬프도록아름답다는말 이럴때쓰는말 인가봅니다 보는내내 눈물이흐르면서 미소짖게하고 가슴을쳤습니다 이건명작이란단어랑은 어울리지않지만 정말더없이 좋은영화인것같습니다 저처럼 이기주의에 못된31살여자도가슴따뜻해지는 좋은영화요!...,10,3,1,2013-12-23 11:03:00,0
67,마(cheo****),아련하고 따듯햐게 감동이었다,10,3,1,2013-11-07 20:24:00,0
68,YGfamily(rnjs****),너무 감동적이고 할머니와할아버지의 사랑이 너무순수해서.....,10,3,1,2013-07-19 23:37:00,0
69,오뎅(ho2h****),내 기억에 영원히 남을 영화한편이 될것 같습니다.,10,3,1,2013-07-15 14:08:00,0
70,늦둥이맘(suha****),감동적이고 재밌어요~ㅠㅠ,10,3,1,2013-07-04 16:07:00,0
71,여행리뷰(rkdw****),우연히 본 수작.. 왜이제봤을까,10,4,2,2018-12-16 00:36:00,0
72,Kate Barton(ygh1****),웹툰 보고 봤는데 진짜 살망 안시키고 그 느낌 그대로 잘 살려서 좋았음..,9,1,0,2020-09-15 09:20:00,0
73,그러니(mcla****),웹툰으로 봤을때 첨 오열한 부분이 송이뿐 할머니의 과거 고백씬이었다. 이뿐이 할머니 어린 나이에 딸을 보내고 지금까지 혼자 사시면서 그동안 삶이 얼마나 고단했을까를 떠올리니 울컥. 영화는 이제야 보았지만 송재호 김수...,10,1,0,2020-09-11 16:02:00,0
74,미뚝(ehow****),"원작은 살면서 본 웹툰, 애니메이션, 소설 등등 모든걸 통틀어 가장 제 마음을 울린 작품이었고 보통 원작 이기는 영화나 드라마는 없다보니 일부러 영화를 보지 않았다가... 내내 울음을 참았습니다. 원작에서도 보며 오...",8,1,0,2020-07-04 01:42:00,0
75,댄싱퀸(dk74****),누군가를 떠나보내는건 참 힘든 일인것 같다. 떠나보내고 나서 익숙해지면 괜찮겠지만 그건 너무 힘들고 또 힘들걸 알면서 새로운 사람을 만나고... 죽음과 외로움에 대해 무섭게 느껴졌지만 그보다 더 큰 감동이 있는 영화...,10,1,0,2020-05-20 01:47:00,0
76,aper****,한동안 미루다가 이제야 봤는데 이곳에 희노애락이 전부있다.,10,1,0,2019-06-25 01:49:00,0
77,해례본학원(ssen****),우린 가족에서 다시 부부였다 ...,10,1,0,2019-06-10 03:52:00,0
78,Fㅡ14(agap****),배경음악들 다른것도 음원나왔으면 좋겠습니다,10,1,0,2017-12-19 19:09:00,0
79,hye(hs00****),새벽에 펑펑울면서 봤다ㅜㅠㅜ 대사하나하나가 너무 슬펐고 좋았다. 배우분들 연기도 너무 좋았고 오랜만에 정말 좋은영화로 힐링한 기분이다,10,1,0,2017-10-02 04:14:00,0
80,스카라(serp****),나이가 들수록 자꾸 생각나는 영화,10,1,0,2017-09-12 12:48:00,0
81,illlilllilli(pass****),노년기의 사랑에 대해 계속 생각해볼수있었던영화 눈물이 너무 많이나와서 곤란했다,10,1,0,2017-09-06 00:53:00,0
82,꾸꾸(rnrs****),너무 슬프고 아련하다..,10,1,0,2017-08-22 21:58:00,0
83,kiki(yoyo****),가슴이미어지도록 슬픈영화를 찾으신다면 보세요,10,1,0,2017-07-05 01:54:00,0
84,솔쥐(solj****),노부부의 사랑을 진솔하고 담백하게 그려내 감동이 더  와닿았던것 같다.. 참 좋은 영화,10,1,0,2017-07-01 13:53:00,0
85,보르하발레로(elvi****),진짜 여친이랑 둘이서 엉엉울어버렸다. 진짜 왤케 가엽고 안타까운지. 공무원에게 상차려 줄때 떨리는 할머니 목소리 듣고 진짜 눈물이 넘쳐 흘러서 주체가 안됬다,10,1,0,2017-01-15 02:18:00,0
86,동완쓰와이프(quf7****),지루할 수도 있는데 지루한게 아니라 잔잔한거임 굳이 이런 영화가 박진감 넘치고 손에 땀쥐고 볼 필요없잖아ㅠㅠ 생각나는 사람 얼굴도 떠올려보고 잔잔하게 보면서 호흡하기 좋은 영화라고 생각함,9,1,0,2015-12-11 13:13:00,0
87,우유(dldb****),그대를 사랑합니다...,10,1,0,2015-11-17 12:55:00,0
88,개개구구(ink_****),다시 봐도 감동적인 영화임 진짜...,10,1,0,2015-10-28 23:05:00,0
89,치킨은옳다(na10****),명작. 죽기전에 꼭 봐야할 영화.,10,1,0,2015-10-05 03:32:00,0
90,e(tnql****),원작인 웹툰도 보고 영화도 봤는데 둘다 슬펐다.  그리고 나중에 커서 부모님께 잘 해드리고 연락도 자주해야겠다고 느꼈다,9,1,0,2015-01-15 20:40:00,0
91,rlaw****,박소영 뉴뉴 박소영이 슬프다네요 뉴뉴,9,1,0,2015-01-15 01:45:00,0
92,재세(name****),보는 내 울음이 터지는 영화 스크린에서 접해보지 못한게 정말 아쉽네요..,10,1,0,2015-01-08 21:57:00,0
93,서수진(seos****),정말감동적인영화입니다,10,1,0,2015-01-08 21:42:00,0
94,wkdgpwn(kr11****),가슴 먹먹해지는 영화 슬프다ㅜㅜ,10,1,0,2015-01-08 21:37:00,0
95,김윤경(ostk****),볼때마다 슬프고 부모님 조부모님 생각에 눈물나는 영화입니다ㅠㅠ,10,1,0,2015-01-08 21:32:00,0
96,그린(xza6****),본 영화중에 최고인듯 합니다,10,1,0,2014-03-15 11:13:00,0
97,daho****,웹툰으로 잼있게 잘 봤는데 영화도 역시 훈훈하더군요.,10,1,0,2014-03-06 18:34:00,0
98,미탱(aksn****),보면서 내내 가슴찡한...,10,1,0,2014-01-24 00:03:00,0
99,빨간손수건(owlg****),정말 강추합니다!!!!,10,1,0,2013-11-07 14:02:00,0
100,반타(bhan****),힐링 되었습니다.대만에서 중국에서도 현재 평점 9점을 넘었네요.. 대만에서 보게된 한국영화 중 최고2013년 10월 꽃보다팀 다녀가시고 그대를 사랑합니다 이 영화가 다시 회자되네요.한국적인 정서에 대만 사람들도 눈물...,10,1,0,2013-10-06 12:26:00,0
101,홍시파파(506p****),키보드를 두드릴 줄 아는 우린 .. 키보드를 못 두드리는 분들에게 감사하며 살자.  우리도 늙는다.  다만 부정할 뿐....,10,1,0,2013-09-24 00:08:00,0
102,흐륭(kljh****),쉴 새 없이 울었네요..전 만화보다 영화가 더 감동적이였어요.,10,1,0,2013-08-06 14:39:00,0
103,oop0****,오늘 원작만화를 보고 바로 영화를 봐버렸네요 굳이 비교안할려고 해도 자꾸 비교할수밖에 없는 ㅎ원작에서의 세세한 부분들을 다보지못해 안타깝긴 했지만 많은걸 생각하게 하는 잔잔한 영화였습니다 원작안보고 봤더라면 10점만...,9,1,0,2013-07-30 05:35:00,0
104,동동(milk****),완전 감동 눈물 ㅠㅜ,10,1,0,2013-07-05 16:20:00,0
105,bdfg****,배우들 시나리오 다 최고다,10,1,0,2013-07-03 03:10:00,0
106,sang****,울었습니다..,10,1,0,2013-02-19 00:16:00,0
107,joonyuk0913(vkxm****),슬퍼요ㅜㅜ,10,1,0,2013-02-17 15:39:00,0
108,푸름푸른(dudr****),많은 사람들이 감동을 해서 평점이 이렇게 된 것이죠. 자기 생각에 안좋다고 영화를 비방해야 하나요. 전 무척 감동적이었어요.,10,1,0,2013-02-10 10:33:00,0
109,맙소사(well****),izi4 - 슬프니까 그만큼 인상깊게 봤다는 뜻이다. 멍 청 아,9,1,0,2013-02-06 23:31:00,0
110,ayus****,이순재선생님 .짱!,10,1,0,2013-01-29 20:30:00,0
111,일이삼사(sohw****),"지금의 난 지금 내 눈 앞에 있는 사랑을 마음 속에만  담아두기 참 어려운데, , 안타깝지만 아름다운 이별을 결정한 그들의 모습에 제 자신을 돌아보게 됐습니다. 아름다운 추억으로 가끔씩 떠올리며 웃음 짓는 것도 또 ...",8,1,0,2013-01-22 09:53:00,0
112,wer7****,별점 10점이 아깝지 않다 정말 감동적이고 슬픈 영화,10,1,0,2013-01-16 01:32:00,0
113,Traveler J(capg****),"강풀만화 보고 봐도 좋은데요...일단 이순재님 역시 연기최고네요!고령층분들 연기자들중 알짜만 모여서 볼만한 영화!감동^^ 만화를 봐서그런지 몰라도 전반,후반의 개연성이 어떤지 바로 알아서 더 재밌었습니다! 강풀짱!",9,1,0,2013-01-03 14:10:00,0
114,순돌이아부지(buhm****),원작의 느낌 그대로... 감동적이다.  이순재선생님께 박수를 보냅니다.,10,1,0,2012-12-24 11:24:00,0
115,승혜(rhtm****),"이순재,송재호님 등 연기자분들이 너무 잘하셔서 더 슬펐어요",10,1,0,2012-12-08 13:17:00,0
116,키스더레인(infi****),할아버지 할머니 사랑해요,10,2,1,2019-05-14 10:47:00,0
117,07ba****,아직도 충격적인 청테이프씬 ㅜ.ㅜ,10,2,1,2019-05-14 00:58:00,0
118,반지(banj****),고등학생때 엄마아빠랑 영화관 가서 펑펑 울고 10년뒤 지금 볼때도 펑펑울고.. 생각이 많아지는 영화입니다..,10,2,1,2019-05-09 14:01:00,0
119,잇힝(bora****),9년이 지난후 알게되서 오늘 보게된영화어머니랑 둘이 보고 웃다가 마지막엔 같이 울면서봤다..평점이 높고 별이5개인 이유가있었네,10,2,1,2019-05-06 06:07:00,0
120,seong(sork****),보면서 펑펑 운 영화. 강풀님 만화 보면서도 울었지만 감동이 배가 더해졌던 ㅠㅠ,10,2,1,2019-05-03 23:01:00,0
121,대따삐짐(juda****),와... 이 영화를 이제 봤다니.. ㅠㅠ,10,2,1,2018-05-24 22:10:00,0
122,정세진(rin0****),너무 슬프고.. 감동적인 영화,10,2,1,2018-05-14 06:24:00,0
123,anhy****,나도 늙어서 저런 사랑하고싶다..이것 저것 따지지 않는 진정한 사랑,10,2,1,2018-05-04 00:38:00,0
124,khj9****,웹툰 을  먼저  봤어도  눈물.감동 이  줄줄,10,2,1,2018-04-04 17:59:00,0
125,루나틱아이즈(spar****),나이든 사랑만이 보여줄 수 있는 진짜 멜로,10,2,1,2018-04-01 22:35:00,0
126,roman octopus(navy****),"많은것을 생각하게 하고, 몇번을 봐도 눈물이 나는 영화입니다.한국영화중에 스토리 및 연출이 뛰어난 영화입니다",9,2,1,2017-11-19 00:08:00,0
127,박주형(jhsr****),어찌나 울었던지..내 마음은 지금 아늑의 끝을 달리고 있다,10,2,1,2017-06-30 01:39:00,0
128,김성도(o_os****),꼭보세요여자친구랑보면서계속울었어요ㅜㅜ,10,2,1,2017-04-06 20:33:00,0
129,DODODOMOMO(dprt****),눈물을 안흘릴수가없다.... 노인분들을 생각하면 슬프다.,10,2,1,2017-03-22 03:44:00,0
130,suny****,진정한  사랑을 보여주는 영화였던거같습니다.,10,2,1,2017-03-08 01:45:00,0
131,나나(love****),중반부에서 마지막까지 내내 울었지만 마냥 슬프기만 했던것은 아니었다. 가슴이 뜨겁게 차오르는 수작.,10,2,1,2017-02-20 02:27:00,0
132,하하하(sses****),영화보면서 아니 살면서 소리내면서 이렇게 많이운적은 처음인것같다.. 보고싶다..같이 저렇게 늙고싶다...,10,2,1,2017-01-02 04:48:00,0
133,우앙(ashl****),이런게 맥락 있는 감동... 강요된 눈물이 아님,9,2,1,2016-11-04 15:53:00,0
134,hmk1****,제가 학생인데 이 영화내용을 책으로 본적있어요 '그대를 사랑합니다' 총 3편까지있는데요. 수업시간내내 생각나더군요 장군봉 할아버지와 할아버지의 아내 분 정말 눈물없이 볼수없었습니다. 독서시간에서도 보면...,10,2,1,2016-10-31 00:26:00,0
135,지밍밍(choc****),너무슬프고 마음이 따뜻해지는  영화영화본것중 가장많이 울었던 가슴이 먹먹해지는 죽음에 가까워지는 나이에 죽음과 사랑을 담담하지만 아름답게 표현한 나한테 최고의 영화였다..,10,2,1,2016-09-26 07:25:00,0
136,몰라요(rkzk****),영화가 아름답다~~♥,10,2,1,2015-02-24 22:49:00,0
137,유디(whgd****),이거 웹툰이나 책으로 볼땐 안슬펏는데 영화로보니까 확와닿아서 겁나울음...,10,2,1,2015-01-18 19:51:00,0
138,찰리(skss****),사랑의힘은 그무엇보다 크다..,10,2,1,2014-02-05 03:16:00,0
139,난꼬마ㅋ(lisa****),말이 필요없네요...,10,2,1,2013-07-28 15:46:00,0
140,델 베뉴(jsho****),억지로 만들지 않은 감동,10,2,1,2012-08-19 14:36:00,0
141,gold****,삼가 고인의 명복을 빕니다.,10,3,2,2017-06-16 23:25:00,0
142,최정현(mugi****),"정말눈물콧물다빼고 집에서돌아가서도울었다.진짜대사하나하나행동하나하나미친듯이마음에남고,배우들의 눈물들이떨어질때마다 내눈물은배로흘렀다.나는 나이먹어서 부모님들을외롭지않게 할수있을까?",10,3,2,2016-10-22 02:56:00,0
143,네임봉(iyt2****),20살에 방황하던 시절 혼자 영화관가서 봤는데 주변에 눈물 안 흘리는 사람이 없었다.... 화가나면서도 현실적인 상황에 할말을 잃음.,10,3,2,2016-09-04 04:54:00,0
144,jhh5****,정말 보면서 펑펑운영화,10,3,2,2015-05-19 13:41:00,0
145,유린(dbfl****),숨이안쉬어질정도로운건이영화가처음이다.가슴이너무먹먹하다.,10,3,2,2015-05-17 14:27:00,0
146,김상연(mmob****),정말  슬프고  감동적이네요 ㅠㅠ  이런 영화  1점주는것들은  뭔지 ...,10,3,2,2015-04-28 21:14:00,0
147,허슬러(8529****),극장에서 보고 울었던 영화,10,3,2,2015-03-30 01:58:00,0
148,수야(dghh****),휴가갈때 ktx표가없어 영화보면서 가는자리는 남아서 이거봤는데 군복입고 계속 울었다 진심 거기에 있던 사람들 내릴때 눈물콧물 범벅,10,3,2,2015-03-27 00:29:00,0
149,kona****,편의점알바하면서시간때울겸봤는데진짜너무슬퍼서펑펑울었습니다역시선생님들의연기가정말독보적이였어요,10,3,2,2015-03-22 22:48:00,0
150,벽뚫고퓨쳐링(ang3****),"이 영화를 보면서 느낀 것이지만 30년, 40년 후 제가 할아버지가 되면 실제로 일어날수 있을꺼라는 생각을 하니 슬프네요. 영화 만들어 주셔서 감사합니다 뭔가 깨달음이 생기네요",10,3,2,2015-03-22 21:00:00,0
151,아아응(wlsr****),최고의영화다..감동 ㅠㅠ,10,3,2,2015-03-06 16:42:00,0
152,이성원(hunt****),내 인생영화다 진짜... 늙어서도 군봉이 할아버지처럼 사랑하다 죽고싶다,10,4,3,2018-03-22 14:24:00,0
153,만두(syje****),"""우리는 다시 부부가 되었다..가족이었는데.."" 이말에서 울컥했습니다...정말 소외된 사회노년층을 잘 표현한 영화라고생각합니다..ㅠㅠㅠㅠ",10,4,3,2016-06-01 22:15:00,0
154,단호박(floo****),"결국 인생에 있어 같이 늙어갈 존재가 옆에 있다는 건, 생각보다 더 중요한 문제일지도 모른다.",8,4,3,2016-01-29 13:11:00,0
155,박성연(choy****),정말 아름답고 따뜻한 이야기,10,4,3,2015-01-25 19:02:00,0
156,반 한율(ohue****),ㅠㅠ진짜 이것만 몇번보는지...볼때마다 코끝이찡함ㅠ,10,4,3,2013-11-30 13:12:00,0
157,gytj****,봉감독님감사합니다대박나시길,10,4,3,2013-07-02 18:27:00,0
158,LG트윈스(jhs2****),ㅇㅇ,8,7,6,2013-07-27 03:36:00,0
159,베로니카(trut****),영화든.드라마든 배우님들도 좋고 스토리도 영상도 예쁜 가슴아프고 아름다운 작품입니다.,10,0,0,2020-11-08 22:45:00,0
160,끌레르(0324****),소식 듣고 왔어요 송재호님 여기서 팬 됐었는데 편히 쉬소서..,10,0,0,2020-11-08 19:19:00,0
161,하늘지기(nigh****),송재호 배우님... R.I.P.,10,0,0,2020-11-08 17:41:00,0
162,이나윤(pete****),,10,0,0,2020-11-08 10:54:00,0
163,정만(dnjs****),,10,0,0,2020-11-08 08:59:00,0
164,천명(sueb****),영화가 굉장히 착하다,6,0,0,2020-09-20 11:39:00,0
165,수원84(d2od****),,10,0,0,2020-09-04 20:36:00,0
166,이우(qnrq****),좋네요,10,0,0,2020-08-11 21:09:00,0
167,김민승(kimm****),처음부터 끝까지 사람을 감동시킴ㅠㅠ,10,0,0,2020-07-31 00:33:00,0
168,유원경(prim****),너무 너무 잘 봤어요~~감동,10,0,0,2020-06-23 00:09:00,0
169,소희(sooh****),,10,0,0,2020-06-11 20:47:00,0
